,id,host_is_superhost,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,bedrooms,beds,price,availability_365,number_of_reviews,calculated_host_listings_count,reviews_per_month,bathrooms,puntuacion_media
5800,20746314,0,0,Prosperidad,Chamartín,Private room in apartment,Private room,1.0,1.0,25.0,88,4,2,0.09,1.5,4.0
5801,20751573,1,0,Sol,Centro,Entire apartment,Entire home/apt,2.0,4.0,95.0,44,77,2,1.76,1.0,4.786885245901639
5802,20756752,1,1,Simancas,San Blas - Canillejas,Private room in apartment,Private room,1.0,1.0,15.0,43,60,3,1.36,1.0,4.62
5803,20757141,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,2.0,34.0,78,64,2,1.45,1.0,4.36734693877551
5805,20766400,0,1,Trafalgar,Chamberí,Private room in condominium,Private room,1.0,1.0,37.0,0,9,1,0.21,2.0,4.444444444444445
5806,20767452,0,0,Palomeras Bajas,Puente de Vallecas,Entire apartment,Entire home/apt,2.0,2.0,25.0,0,3,2,0.07,1.0,3.3333333333333335
5807,20770882,0,1,Guindalera,Salamanca,Private room in apartment,Private room,1.0,1.0,19.0,98,70,1,1.6,1.0,4.633333333333334
5808,20770894,0,1,Cortes,Centro,Private room in apartment,Private room,1.0,3.0,27.0,328,1,22,0.03,1.0,5.0
5809,20781292,1,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,19.0,29,16,2,0.38,1.0,4.928571428571429
5810,20782591,0,1,Guindalera,Salamanca,Private room in apartment,Private room,1.0,2.0,31.0,178,12,1,0.28,1.0,4.545454545454546
5811,20784182,0,1,Aluche,Latina,Private room in apartment,Private room,1.0,1.0,22.0,91,2,2,0.07,1.0,5.0
5812,20785509,0,1,Rios Rosas,Chamberí,Private room in apartment,Private room,1.0,1.0,36.0,365,3,1,0.07,1.0,4.5
5813,20785551,0,0,Ciudad Universitaria,Moncloa - Aravaca,Private room in condominium,Private room,1.0,1.0,60.0,88,16,1,0.37,1.0,4.5
5814,20790803,1,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,2.0,105.0,130,81,7,1.85,2.0,4.682539682539683
5815,20794430,0,0,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,4.0,5.0,140.0,0,10,1,0.23,2.0,4.111111111111111
5816,20795904,0,0,Aluche,Latina,Private room in apartment,Private room,1.0,1.0,14.0,287,44,1,1.0,1.0,4.5675675675675675
5817,20796850,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,87.0,1,65,17,1.49,1.0,4.622222222222222
5818,20802151,0,0,Santa Eugenia,Villa de Vallecas,Private room in apartment,Private room,1.0,1.0,34.0,0,41,1,0.94,1.5,4.777777777777778
5820,20807349,0,1,Imperial,Arganzuela,Private room in apartment,Private room,1.0,1.0,27.0,0,111,2,2.64,1.0,4.761363636363637
5821,20809222,1,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,1.0,3.0,51.0,343,283,8,6.48,1.0,4.774647887323944
5823,20810915,0,0,Chopera,Arganzuela,Private room in apartment,Private room,1.0,1.0,32.0,0,1,1,0.02,1.0,1.0
5824,20813229,0,1,Prosperidad,Chamartín,Entire apartment,Entire home/apt,1.0,3.0,75.0,260,1,12,0.02,1.0,4.0
5827,20813778,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,82.0,169,145,25,3.34,1.0,4.833333333333333
5828,20814468,1,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,1.0,2.0,42.0,297,362,8,8.26,1.0,4.7947882736156355
5829,20814789,1,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,1.0,2.0,34.0,273,328,8,7.52,1.0,4.829457364341085
5830,20815153,1,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,1.0,3.0,35.0,346,293,8,6.69,1.0,4.799107142857143
5831,20815977,0,0,Guindalera,Salamanca,Entire apartment,Entire home/apt,1.0,2.0,90.0,0,1,1,0.02,1.0,5.0
5833,20823320,1,0,Numancia,Puente de Vallecas,Entire apartment,Entire home/apt,3.0,3.0,55.0,288,7,1,0.17,1.0,4.0
5834,20825778,1,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,38.0,180,133,2,3.04,1.0,4.907563025210084
5835,20827124,0,1,Sol,Centro,Private room in apartment,Private room,1.0,1.0,32.0,0,141,8,3.3,1.0,4.846846846846847
5837,20832570,0,1,Cuatro Caminos,Tetuán,Entire apartment,Entire home/apt,1.0,2.0,56.0,319,91,7,2.1,1.0,4.417910447761194
5838,20834855,0,0,Bellas Vistas,Tetuán,Private room in guest suite,Private room,1.0,1.0,20.0,0,2,1,0.05,1.5,3.0
5839,20839439,0,1,Embajadores,Centro,Entire condominium,Entire home/apt,1.0,1.0,55.0,94,276,7,6.32,1.0,4.820754716981132
5840,20839512,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,59.0,351,39,5,0.92,1.5,4.741935483870968
5842,20842630,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,4.0,6.0,125.0,122,163,12,3.73,3.0,4.920353982300885
5843,20844850,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,4.0,61.0,90,110,4,2.58,1.0,4.555555555555555
5844,20845149,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,33.0,0,66,3,1.51,1.0,4.4
5845,20852807,0,1,Imperial,Arganzuela,Entire apartment,Entire home/apt,1.0,2.0,90.0,0,18,11,0.43,1.0,4.833333333333333
5846,20853622,0,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,70.0,0,22,1,0.51,1.0,4.857142857142857
5847,20853920,1,1,Imperial,Arganzuela,Entire apartment,Entire home/apt,1.0,1.0,95.0,0,34,2,0.81,1.0,4.545454545454546
5848,20854599,0,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,36.0,0,90,2,2.09,1.0,4.75
5849,20856198,0,1,Aluche,Latina,Private room in apartment,Private room,1.0,1.0,22.0,0,18,1,0.42,1.0,4.6875
5850,20859057,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,110.0,58,11,72,0.41,1.0,4.555555555555555
5852,20870547,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,58.0,0,4,5,0.09,1.0,4.666666666666667
5853,20871385,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,20.0,0,3,1,0.07,2.0,3.0
5854,20871817,0,1,Casco Histórico de Barajas,Barajas,Private room in apartment,Private room,1.0,2.0,20.0,191,199,1,4.55,1.0,4.610778443113772
5855,20873771,0,0,Los Rosales,Villaverde,Private room in apartment,Private room,1.0,1.0,31.0,365,4,1,0.09,1.0,4.25
5856,20878513,1,1,Fuente del Berro,Salamanca,Private room in apartment,Private room,1.0,1.0,31.0,208,32,1,0.74,1.5,4.954545454545454
5859,20881847,1,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,40.0,1,60,1,1.39,1.0,4.837209302325581
5861,20882910,0,1,Recoletos,Salamanca,Private room in apartment,Private room,1.0,1.0,90.0,0,3,5,0.07,1.0,4.333333333333333
5862,20883070,0,1,Castellana,Salamanca,Entire apartment,Entire home/apt,2.0,3.0,98.0,245,38,16,0.9,1.0,4.413793103448276
5863,20883090,0,1,Recoletos,Salamanca,Private room in apartment,Private room,1.0,2.0,90.0,0,1,5,0.02,1.0,5.0
5864,20883697,0,1,Recoletos,Salamanca,Entire apartment,Entire home/apt,1.0,2.0,86.0,245,39,16,0.9,1.0,4.205882352941177
5865,20885517,0,1,Bellas Vistas,Tetuán,Casa particular,Entire home/apt,1.0,2.0,90.0,0,7,1,0.17,1.0,4.166666666666667
5867,20887909,0,1,Guindalera,Salamanca,Entire house,Entire home/apt,1.0,1.0,80.0,0,4,1,0.09,1.0,5.0
5868,20891079,0,1,Legazpi,Arganzuela,Entire apartment,Entire home/apt,1.0,2.0,31.0,354,242,9,5.55,1.0,4.597989949748744
5869,20891373,0,1,Legazpi,Arganzuela,Entire apartment,Entire home/apt,1.0,4.0,31.0,356,217,9,5.0,1.0,4.642424242424243
5870,20893518,0,1,Recoletos,Salamanca,Entire apartment,Entire home/apt,1.0,2.0,98.0,258,63,16,1.45,1.0,4.288135593220339
5872,20893716,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,2.0,104.0,0,64,16,1.52,1.0,4.44
5873,20894229,0,0,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,55.0,64,62,1,1.44,1.0,4.319148936170213
5874,20897419,0,1,Chopera,Arganzuela,Private room in house,Private room,1.0,1.0,21.0,74,189,1,4.32,1.0,4.707792207792208
5875,20899565,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,2.0,94.0,147,18,24,0.52,1.0,4.5
5876,20900488,0,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,29.0,269,126,2,2.89,1.0,4.82
5877,20907122,0,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,33.0,0,86,1,1.98,1.0,4.696969696969697
5879,20907944,1,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,20.0,0,119,1,2.75,1.0,4.815217391304348
5881,20910838,1,1,Berruguete,Tetuán,Entire apartment,Entire home/apt,2.0,3.0,51.0,0,9,1,0.26,1.0,4.75
5882,20913454,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,3.0,33.0,0,53,10,2.03,1.0,4.382978723404255
5884,20925743,1,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,2.0,3.0,86.0,101,74,11,1.71,2.0,4.816666666666666
5885,20927928,0,1,Palomeras Bajas,Puente de Vallecas,Entire apartment,Entire home/apt,1.0,1.0,40.0,333,36,2,0.83,1.5,4.72
5886,20928197,1,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,100.0,342,71,1,1.64,1.0,4.614035087719298
5887,20931830,1,1,Alameda de Osuna,Barajas,Private room in apartment,Private room,1.0,2.0,61.0,60,18,2,0.84,1.0,4.823529411764706
5888,20931840,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,58.0,0,32,1,0.74,1.0,4.68
5889,20939364,0,0,Rios Rosas,Chamberí,Entire house,Entire home/apt,2.0,4.0,45.0,0,9,2,0.21,1.5,3.2
5890,20939932,1,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,36.0,365,19,2,0.44,1.0,4.944444444444445
5891,20940200,0,1,Embajadores,Centro,Private room in house,Private room,1.0,1.0,58.0,0,38,1,0.89,1.0,4.4
5892,20940875,0,1,Embajadores,Centro,Private room in apartment,Private room,1.0,0.0,43.0,0,96,1,2.2,1.0,4.714285714285714
5893,20943314,0,1,Rios Rosas,Chamberí,Entire apartment,Entire home/apt,2.0,3.0,99.0,365,19,6,0.49,2.0,4.733333333333333
5894,20943727,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,4.0,106.0,296,26,5,0.61,2.0,4.545454545454546
5896,20952037,0,1,Adelfas,Retiro,Entire apartment,Entire home/apt,1.0,1.0,42.0,0,10,1,0.23,1.0,4.0
5897,20955090,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,97.0,118,3,72,0.07,1.0,4.0
5898,20955096,0,1,Almenara,Tetuán,Entire apartment,Entire home/apt,1.0,4.0,97.0,360,14,5,0.35,1.0,5.0
5899,20955251,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,94.0,145,148,59,3.45,1.0,4.666666666666667
5900,20955343,0,1,Puerta del Angel,Latina,Entire apartment,Entire home/apt,1.0,2.0,60.0,0,79,2,1.83,1.0,4.43859649122807
5901,20955569,0,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,4.0,112.0,326,29,5,0.73,1.0,4.5
5904,20960733,1,1,Ventas,Ciudad Lineal,Entire apartment,Entire home/apt,1.0,2.0,49.0,0,45,1,1.04,1.0,4.548387096774194
5908,20977400,0,0,Bellas Vistas,Tetuán,Private room in apartment,Private room,1.0,1.0,22.0,181,9,1,0.23,1.5,3.857142857142857
5910,20980560,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,44.0,364,84,4,1.94,1.0,4.794117647058823
5911,20981310,1,1,San Diego,Puente de Vallecas,Entire apartment,Entire home/apt,2.0,2.0,57.0,0,115,1,2.67,1.0,4.488095238095238
5912,20985821,0,0,Puerta del Angel,Latina,Private room in apartment,Private room,1.0,1.0,17.0,0,3,1,0.07,1.0,3.6666666666666665
5913,20986794,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,35.0,0,3,1,0.07,1.0,4.0
5915,20989468,0,0,Delicias,Arganzuela,Private room in apartment,Private room,1.0,2.0,25.0,0,6,1,0.14,1.0,4.166666666666667
5916,20991338,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,140.0,164,8,6,0.18,1.0,3.8
5917,20991553,0,1,Palomeras Bajas,Puente de Vallecas,Entire apartment,Entire home/apt,1.0,1.0,40.0,333,36,2,0.83,1.0,4.580645161290323
5918,20991832,1,1,Sol,Centro,Entire apartment,Entire home/apt,3.0,3.0,200.0,60,69,7,1.61,2.0,4.7727272727272725
5920,20993735,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,20.0,0,1,1,0.03,1.0,5.0
5921,21002529,1,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,2.0,128.0,147,194,1,4.6,1.0,4.771428571428571
5922,21007373,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,6.0,93.0,71,8,2,0.19,2.0,5.0
5923,21020651,0,1,Palacio,Centro,Private room in apartment,Private room,1.0,1.0,22.0,0,2,1,0.05,1.0,5.0
5924,21023660,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,69.0,0,91,67,2.12,1.0,4.725806451612903
5926,21034741,0,0,Comillas,Carabanchel,Private room in apartment,Private room,1.0,1.0,25.0,180,6,1,0.14,1.0,3.0
5928,21037710,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,88.0,163,239,6,5.55,1.0,4.731578947368421
5930,21039601,1,1,Mirasierra,Fuencarral - El Pardo,Private room in townhouse,Private room,1.0,2.0,33.0,365,8,4,0.18,1.0,5.0
5932,21041035,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,149.0,267,27,62,0.63,1.0,4.947368421052632
5933,21057184,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,1.0,71.0,181,78,67,1.8,1.0,4.728813559322034
5935,21061365,0,1,Quintana,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,28.0,38,19,1,0.45,1.0,4.631578947368421
5936,21062399,0,1,Sol,Centro,Private room in apartment,Private room,1.0,1.0,41.0,0,2,2,0.05,1.0,1.0
5937,21066042,0,1,Vista Alegre,Carabanchel,Private room in apartment,Private room,1.0,1.0,18.0,165,4,3,0.1,1.5,3.6666666666666665
5941,21084828,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,3.0,204.0,0,38,1,0.91,1.0,4.428571428571429
5943,21085937,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,1.0,91.0,362,72,2,1.67,1.0,4.559322033898305
5944,21086921,0,1,Numancia,Puente de Vallecas,Entire apartment,Entire home/apt,1.0,2.0,60.0,0,2,1,0.05,1.0,4.5
5947,21091918,1,1,Quintana,Ciudad Lineal,Entire apartment,Entire home/apt,1.0,3.0,51.0,277,25,2,0.58,1.0,4.894736842105263
5948,21093334,0,1,Universidad,Centro,Entire apartment,Entire home/apt,2.0,2.0,113.0,0,5,5,0.12,1.0,5.0
5950,21096008,1,1,Mirasierra,Fuencarral - El Pardo,Private room in townhouse,Private room,1.0,1.0,28.0,365,7,4,0.16,1.0,4.285714285714286
5951,21096480,1,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,44.0,36,56,17,1.31,1.0,4.5227272727272725
5952,21099860,0,1,Pacífico,Retiro,Private room in house,Private room,1.0,0.0,19.0,0,37,2,0.87,1.0,4.4
5953,21102049,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,78.0,365,52,1,1.28,1.0,4.8
5954,21102982,0,0,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,40.0,0,5,1,0.12,1.0,3.8
5955,21103099,1,1,Almagro,Chamberí,Private room in condominium,Private room,1.0,1.0,58.0,0,22,3,0.53,1.0,4.947368421052632
5956,21105620,0,1,Argüelles,Moncloa - Aravaca,Private room in house,Private room,1.0,1.0,20.0,0,3,31,0.15,2.0,5.0
5958,21116143,1,1,Peñagrande,Fuencarral - El Pardo,Entire condominium,Entire home/apt,2.0,4.0,99.0,317,44,1,1.04,1.5,4.405405405405405
5959,21119642,1,1,Pinar del Rey,Hortaleza,Entire apartment,Entire home/apt,3.0,4.0,142.0,41,43,11,1.01,1.0,4.82051282051282
5960,21120756,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,84.0,362,94,1,2.33,1.0,4.71830985915493
5961,21122724,0,1,Argüelles,Moncloa - Aravaca,Entire apartment,Entire home/apt,1.0,1.0,99.0,347,78,1,1.81,1.0,4.593220338983051
5962,21123554,1,0,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,54.0,14,23,1,0.54,1.0,4.611111111111111
5963,21129244,1,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,1.0,82.0,0,26,2,0.62,1.0,4.647058823529412
5964,21131476,1,0,Delicias,Arganzuela,Entire apartment,Entire home/apt,1.0,1.0,68.0,60,60,1,1.4,1.0,4.725
5965,21132528,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,2.0,88.0,13,16,2,0.37,1.0,5.0
5966,21134551,1,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,187.0,362,98,1,2.29,2.5,4.845238095238095
5967,21139338,0,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,3.0,65.0,104,182,1,4.25,1.0,4.79020979020979
5968,21139972,0,1,San Isidro,Carabanchel,Entire apartment,Entire home/apt,2.0,4.0,60.0,0,118,3,2.88,1.0,4.711340206185567
5970,21156436,1,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,89.0,1,182,1,4.23,1.0,4.76551724137931
5975,21169917,0,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,145.0,0,40,1,1.11,1.0,4.730769230769231
5976,21171886,0,1,Entrevías,Puente de Vallecas,Shared room in apartment,Shared room,1.0,0.0,13.0,0,173,2,4.04,1.0,4.465277777777778
5978,21179109,1,1,Pinar del Rey,Hortaleza,Private room in apartment,Private room,1.0,1.0,27.0,0,68,1,1.6,1.0,4.938461538461539
5979,21181180,0,1,Goya,Salamanca,Private room in apartment,Private room,1.0,1.0,36.0,0,22,2,0.52,1.5,4.714285714285714
5981,21184348,1,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,3.0,71.0,126,95,1,2.21,1.0,4.71875
5984,21191658,1,1,Castellana,Salamanca,Entire apartment,Entire home/apt,2.0,3.0,62.0,134,122,1,2.99,1.5,4.893203883495145
5986,21199029,0,1,Acacias,Arganzuela,Entire apartment,Entire home/apt,1.0,1.0,44.0,10,96,1,2.27,1.0,4.639344262295082
5987,21199809,0,0,Pacífico,Retiro,Private room in apartment,Private room,1.0,1.0,29.0,364,3,3,0.07,1.0,5.0
5989,21208008,0,0,Universidad,Centro,Entire loft,Entire home/apt,1.0,1.0,71.0,0,15,1,0.35,1.0,4.333333333333333
5990,21208616,0,1,Imperial,Arganzuela,Entire apartment,Entire home/apt,1.0,1.0,48.0,318,46,1,1.08,1.0,4.3
5991,21212124,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,2.0,75.0,288,131,25,3.08,1.0,4.571428571428571
5992,21212218,1,1,Palos de Moguer,Arganzuela,Entire apartment,Entire home/apt,2.0,4.0,160.0,286,133,2,3.1,2.0,4.854166666666667
5993,21212342,0,1,Palomeras Bajas,Puente de Vallecas,Private room in apartment,Private room,1.0,1.0,25.0,15,17,1,0.4,1.0,3.75
5994,21213060,1,1,Embajadores,Centro,Entire apartment,Entire home/apt,3.0,6.0,195.0,346,111,1,2.6,2.0,4.7368421052631575
5995,21213259,0,0,Ventas,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,50.0,89,13,1,0.31,1.0,5.0
5996,21213303,0,0,Apostol Santiago,Hortaleza,Private room in apartment,Private room,1.0,2.0,24.0,91,36,2,0.86,1.0,4.40625
5997,21220229,1,1,Concepción,Ciudad Lineal,Private room in apartment,Private room,1.0,1.0,22.0,318,14,2,0.36,2.0,4.916666666666667
5999,21228494,0,1,Palacio,Centro,Entire apartment,Entire home/apt,2.0,3.0,137.0,195,8,113,0.19,2.0,5.0
6000,21230615,0,1,Justicia,Centro,Entire apartment,Entire home/apt,1.0,1.0,58.0,0,78,1,1.83,1.0,4.771929824561403
6001,21230945,0,1,Fuente del Berro,Salamanca,Private room in apartment,Private room,1.0,1.0,19.0,0,42,5,1.0,1.0,4.617647058823529
6002,21237677,1,1,Pinar del Rey,Hortaleza,Entire apartment,Entire home/apt,1.0,3.0,52.0,278,278,1,6.5,1.0,4.675105485232067
6003,21240989,0,1,Justicia,Centro,Entire apartment,Entire home/apt,2.0,1.0,194.0,135,22,113,0.52,2.0,4.894736842105263
6004,21242025,0,0,Argüelles,Moncloa - Aravaca,Entire house,Entire home/apt,1.0,1.0,150.0,252,15,1,0.37,1.0,4.2727272727272725
6006,21246678,0,1,Ventas,Ciudad Lineal,Private room in loft,Private room,1.0,1.0,43.0,181,110,2,2.58,1.0,4.6976744186046515
6007,21246929,0,1,Simancas,San Blas - Canillejas,Entire loft,Entire home/apt,1.0,2.0,85.0,180,8,4,0.21,1.0,4.25
6009,21248465,0,1,Justicia,Centro,Private room in apartment,Private room,1.0,1.0,22.0,74,28,4,1.23,1.0,4.6
6011,21258978,1,1,Mirasierra,Fuencarral - El Pardo,Private room in guest suite,Private room,1.0,2.0,26.0,365,13,4,0.31,1.0,4.6
6012,21260832,0,1,Pacífico,Retiro,Entire apartment,Entire home/apt,1.0,1.0,61.0,0,92,1,2.32,1.0,4.7105263157894735
6014,21262371,1,0,Peñagrande,Fuencarral - El Pardo,Private room in apartment,Private room,1.0,1.0,25.0,0,34,2,0.9,2.0,4.555555555555555
6015,21262594,0,1,Numancia,Puente de Vallecas,Entire apartment,Entire home/apt,1.0,1.0,46.0,0,110,2,2.59,1.0,4.538461538461538
6016,21270038,0,1,Castellana,Salamanca,Entire apartment,Entire home/apt,2.0,5.0,184.0,0,29,1,0.65,2.0,4.730769230769231
6017,21272863,1,1,Ibiza,Retiro,Private room in house,Private room,1.0,1.0,19.0,365,78,4,1.83,1.0,4.766666666666667
6019,21277713,0,1,Media Legua,Moratalaz,Private room in apartment,Private room,1.0,1.0,33.0,0,17,1,0.4,1.0,4.666666666666667
6020,21285357,0,0,Ciudad Jardín,Chamartín,Private room in apartment,Private room,1.0,1.0,55.0,180,1,1,0.02,1.0,1.0
6022,21291212,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,2.0,130.0,364,75,1,1.81,2.0,4.54
6023,21293152,0,1,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,60.0,0,12,5,0.28,1.0,4.818181818181818
6025,21303463,0,0,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,63.0,0,5,1,0.12,1.0,2.75
6026,21304193,0,1,Puerta Bonita,Carabanchel,Entire loft,Entire home/apt,1.0,0.0,41.0,331,75,1,1.82,1.0,4.587301587301587
6028,21307507,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,2.0,84.0,0,3,2,0.07,1.0,5.0
6030,21309942,0,0,Universidad,Centro,Private room in apartment,Private room,1.0,1.0,47.0,96,41,2,0.98,1.5,4.741935483870968
6031,21317724,1,1,Pinar del Rey,Hortaleza,Private room in apartment,Private room,1.0,2.0,33.0,0,102,1,2.39,1.0,4.8604651162790695
6033,21318687,1,1,Palacio,Centro,Entire apartment,Entire home/apt,1.0,2.0,155.0,350,5,62,0.12,2.0,4.8
6034,21332238,1,1,Cortes,Centro,Entire apartment,Entire home/apt,1.0,2.0,54.0,348,226,15,5.33,1.0,4.60752688172043
6035,21341857,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,1.0,2.0,40.0,87,101,6,2.37,1.0,4.621951219512195
6036,21343312,0,1,Embajadores,Centro,Room in serviced apartment,Hotel room,1.0,1.0,32.0,0,165,8,3.87,1.0,4.823076923076923
6037,21346329,0,0,San Cristobal,Villaverde,Private room in apartment,Private room,1.0,1.0,12.0,0,1,1,0.03,1.0,1.0
6039,21352903,1,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,4.0,62.0,62,98,7,2.31,1.0,4.72
6040,21354527,0,1,Embajadores,Centro,Private room in apartment,Private room,1.0,1.0,32.0,0,130,8,3.06,1.0,4.77319587628866
6041,21362931,0,0,Simancas,San Blas - Canillejas,Private room in loft,Private room,1.0,1.0,24.0,0,42,1,1.0,1.0,4.90625
6042,21362950,0,1,Sol,Centro,Entire apartment,Entire home/apt,1.0,1.0,82.0,77,7,4,0.17,1.0,4.75
6043,21363536,0,1,Casa de Campo,Moncloa - Aravaca,Private room in house,Private room,1.0,2.0,21.0,90,34,1,0.81,1.5,4.689655172413793
6044,21365468,0,0,Quintana,Ciudad Lineal,Private room,Private room,1.0,1.0,16.0,0,39,3,0.93,1.0,4.472222222222222
6045,21366477,1,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,3.0,81.0,319,5,1,0.15,2.5,5.0
6046,21368162,0,0,Quintana,Ciudad Lineal,Private room in apartment,Private room,1.0,0.0,16.0,0,100,3,2.37,1.0,4.445783132530121
6047,21371309,0,1,Atocha,Arganzuela,Entire apartment,Entire home/apt,2.0,3.0,52.0,293,197,5,4.65,1.0,4.531645569620253
6049,21376743,0,1,Universidad,Centro,Entire apartment,Entire home/apt,1.0,1.0,52.0,0,4,1,0.1,1.0,4.666666666666667
6050,21378300,0,1,Almenara,Tetuán,Private room in apartment,Private room,1.0,1.0,22.0,0,181,1,4.25,1.0,4.684848484848485
6051,21379394,0,1,Sol,Centro,Entire apartment,Entire home/apt,2.0,2.0,72.0,152,91,1,2.18,1.0,4.605633802816901
6053,21384524,0,0,Universidad,Centro,Private room in loft,Private room,1.0,1.0,27.0,0,31,2,0.73,1.0,4.148148148148148
6054,21386666,0,1,Castellana,Salamanca,Entire apartment,Entire home/apt,3.0,5.0,82.0,0,87,1,2.06,2.0,4.542857142857143
6055,21387602,1,1,San Cristobal,Villaverde,Entire apartment,Entire home/apt,3.0,4.0,48.0,0,80,3,1.9,1.0,4.622641509433962
6056,21388718,1,1,Goya,Salamanca,Entire apartment,Entire home/apt,2.0,4.0,104.0,104,91,1,2.16,2.0,4.9714285714285715
6057,21389483,1,1,Jerónimos,Retiro,Entire apartment,Entire home/apt,1.0,3.0,49.0,241,292,3,6.95,1.0,4.809917355371901
6059,21390501,0,1,Gaztambide,Chamberí,Entire apartment,Entire home/apt,2.0,3.0,106.0,165,1,2,0.03,1.0,1.0
6060,21390697,0,1,Prosperidad,Chamartín,Shared room in house,Shared room,1.0,1.0,37.0,0,7,1,0.16,1.0,5.0
6061,21391477,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,106.0,365,6,1,0.18,1.0,3.2
6062,21393143,0,1,Cortes,Centro,Entire apartment,Entire home/apt,2.0,2.0,150.0,0,3,6,0.08,1.0,3.3333333333333335
6063,21401190,0,1,Embajadores,Centro,Entire apartment,Entire home/apt,2.0,3.0,79.0,175,135,25,3.2,1.0,4.505263157894737
6064,21401356,1,1,Jerónimos,Retiro,Entire apartment,Entire home/apt,2.0,4.0,154.0,202,23,28,0.55,2.0,4.842105263157895
